YEAR,STATEFIP,COUNTYFP,OWNERSHP,HHINCOME,SEX,AGE,MARST,RACE,EDUC
2019,13,0,1,115000,1,39,1,1,3
2019,13,0,1,49800,0,71,4,2,1
2019,13,0,1,49800,0,48,2,2,2
2019,13,313,1,84300,1,67,1,1,2
2019,13,313,1,84300,0,72,1,1,3
2019,13,97,1,50400,1,64,1,1,1
2019,13,97,1,50400,0,67,1,1,1
2019,13,0,1,100000,1,44,1,1,1
2019,13,0,1,100000,0,47,1,1,1
2019,13,0,0,14700,0,73,4,2,1
2019,13,0,1,51000,0,34,1,1,2
2019,13,0,1,51000,1,35,1,1,1
2019,13,59,0,115000,1,43,0,1,2
2019,13,51,0,72000,1,29,0,1,2
2019,13,0,1,45600,0,70,4,1,2
2019,13,0,1,45600,0,43,3,1,1
2019,13,0,1,45600,1,63,3,1,1
2019,13,135,1,90000,1,67,0,1,3
2019,13,0,1,182500,1,64,1,1,2
2019,13,0,1,182500,0,65,1,1,3
2019,13,0,1,182500,1,24,0,1,2
2019,13,135,0,57500,1,42,1,2,3
2019,13,135,0,57500,0,31,1,2,1
2019,13,135,0,57500,0,57,3,2,1
2019,13,0,1,60500,0,71,1,2,1
2019,13,0,1,60500,1,46,0,2,1
2019,13,245,1,197100,1,44,0,1,2
2019,13,0,0,28100,0,44,0,2,1
2019,13,0,0,28100,1,23,0,2,1
2019,13,0,0,27100,0,68,2,2,1
2019,13,0,0,16500,0,28,1,1,2
2019,13,0,0,16500,1,34,1,1,1
2019,13,0,0,11800,1,59,0,2,1
2019,13,59,0,13000,1,33,0,4,3
2019,13,0,1,129000,0,30,1,1,2
2019,13,0,1,129000,1,32,1,1,1
2019,13,0,1,129000,0,35,3,1,2
2019,13,21,0,40000,0,26,0,1,2
2019,13,0,0,49100,0,28,1,1,1
2019,13,0,0,49100,0,28,1,1,2
2019,13,0,1,17500,0,71,4,1,1
2019,13,0,1,79000,1,55,1,1,1
2019,13,0,1,79000,0,57,1,1,2
2019,13,139,1,180000,0,56,1,1,1
2019,13,139,1,180000,1,59,1,1,2
2019,13,0,1,34900,0,69,3,2,1
2019,13,67,1,297950,0,48,1,2,2
2019,13,67,1,297950,1,51,1,2,3
2019,13,0,1,207000,0,37,1,1,2
2019,13,0,1,207000,1,38,1,1,2
2019,13,0,1,99000,0,38,1,2,2
2019,13,0,1,99000,1,40,1,2,2
2019,13,0,1,75800,1,71,1,1,3
2019,13,0,1,75800,0,68,1,1,3
2019,13,139,0,35000,1,46,3,1,2
2019,13,67,0,90000,1,25,0,1,2
2019,13,67,0,90000,0,26,0,1,2
2019,13,0,0,16800,0,70,3,2,2
2019,13,0,0,30000,1,37,2,2,2
2019,13,0,1,33600,0,31,1,1,2
2019,13,0,1,33600,1,32,1,1,1
2019,13,135,1,315100,1,36,1,1,2
2019,13,135,1,315100,0,44,1,1,3
2019,13,313,1,0,0,68,4,1,1
2019,13,0,1,118200,1,61,1,1,3
2019,13,0,1,118200,0,67,1,1,2
2019,13,0,0,60900,1,24,0,2,1
2019,13,0,0,60900,1,23,0,1,1
2019,13,0,0,51300,0,72,1,2,1
2019,13,0,0,51300,1,49,2,2,1
2019,13,0,1,6100,1,38,0,1,1
2019,13,63,0,36000,1,29,1,2,1
2019,13,63,0,36000,0,28,1,2,2
2019,13,0,0,16500,0,50,0,2,1
2019,13,0,1,45100,0,28,3,1,2
2019,13,67,1,180000,1,59,1,2,2
2019,13,67,1,180000,0,57,1,2,2
2019,13,0,1,230000,1,44,0,1,2
2019,13,0,1,230000,0,30,0,1,1
2019,13,223,1,149000,1,65,1,1,2
2019,13,223,1,149000,0,65,1,1,1
2019,13,0,0,130000,1,61,3,5,2
2019,13,0,0,130000,0,51,3,2,1
2019,13,0,0,130000,0,27,0,2,2
2019,13,117,1,47500,1,65,1,1,2
2019,13,117,1,47500,0,61,1,1,2
2019,13,67,1,198200,0,56,1,1,2
2019,13,67,1,198200,1,58,1,1,2
2019,13,0,1,110000,1,69,1,1,3
2019,13,0,1,110000,0,62,1,1,2
2019,13,0,0,105000,1,30,1,1,2
2019,13,0,0,105000,0,29,1,1,2
2019,13,0,1,94000,0,64,1,1,2
2019,13,0,1,94000,1,65,1,1,2
2019,13,63,1,83030,0,73,4,1,2
2019,13,0,1,72000,0,56,4,1,1
2019,13,0,1,34500,1,73,1,1,1
2019,13,0,1,34500,0,67,1,1,1
2019,13,0,1,34500,1,43,1,1,1
2019,13,0,1,22400,0,68,3,1,1
2019,13,0,1,481000,1,42,3,1,2
2019,13,0,1,135000,1,43,1,1,3
2019,13,0,1,135000,0,43,1,1,2
2019,13,0,1,55000,1,25,0,1,2
2019,13,0,1,36600,1,62,1,1,1
2019,13,0,1,36600,0,60,1,1,2
2019,13,0,1,36600,1,40,0,1,1
2019,13,0,1,27500,1,56,3,1,3
2019,13,0,1,84800,1,72,1,1,1
2019,13,0,1,46200,0,34,3,1,2
2019,13,0,1,2400,0,59,1,1,1
2019,13,0,1,2400,1,58,1,1,2
2019,13,0,0,45100,0,53,1,1,2
2019,13,0,0,45100,1,69,1,1,1
2019,13,0,0,45100,0,24,0,1,2
2019,13,0,1,144000,1,46,1,1,3
2019,13,0,1,144000,0,38,1,1,3
2019,13,59,1,49020,0,58,3,1,2
2019,13,0,1,75400,1,62,1,1,1
2019,13,0,1,75400,0,46,2,1,2
2019,13,0,1,75400,1,41,0,1,2
2019,13,0,1,75400,0,65,4,1,1
2019,13,135,0,103000,0,39,1,2,1
2019,13,135,0,103000,1,39,1,2,1
2019,13,0,0,19200,0,34,1,2,2
2019,13,0,0,19200,1,33,1,2,1
2019,13,67,1,87000,1,33,0,2,2
2019,13,135,1,15000,1,63,3,1,1
2019,13,0,0,63900,0,57,3,2,2
2019,13,0,0,63900,1,32,0,2,1
2019,13,67,1,304600,0,43,1,1,2
2019,13,67,1,304600,1,53,1,1,2
2019,13,0,0,94000,1,30,0,1,1
2019,13,67,0,130000,0,41,0,2,2
2019,13,67,0,130000,1,30,0,5,2
2019,13,117,1,389600,0,51,3,1,2
2019,13,151,0,5400,1,54,1,1,2
2019,13,151,0,5400,0,60,1,1,2
2019,13,117,1,183100,1,73,1,1,2
2019,13,117,1,183100,0,55,1,1,2
2019,13,117,1,183100,1,27,0,1,1
2019,13,117,1,183100,0,24,0,1,2
2019,13,0,1,155500,0,54,0,2,2
2019,13,0,1,155500,1,54,3,2,1
2019,13,0,1,62400,1,66,1,2,1
2019,13,0,1,62400,0,66,1,2,1
2019,13,0,1,62400,0,45,1,2,2
2019,13,117,1,200000,1,42,1,4,2
2019,13,117,1,200000,0,35,1,4,2
2019,13,0,0,40000,0,42,0,5,2
2019,13,0,1,471000,1,52,1,1,3
2019,13,0,1,471000,0,52,1,1,3
2019,13,0,1,53000,1,31,1,1,3
2019,13,0,1,53000,0,30,1,1,2
2019,13,67,0,76800,1,63,1,1,2
2019,13,67,0,76800,0,55,1,1,2
2019,13,67,0,76800,1,38,3,1,1
2019,13,313,1,97900,0,68,1,1,2
2019,13,313,1,97900,1,72,1,1,2
2019,13,313,1,97900,1,34,0,1,2
2019,13,117,1,130000,0,39,1,4,3
2019,13,117,1,130000,1,40,1,4,3
2019,13,67,1,185000,1,35,1,1,3
2019,13,67,1,185000,0,30,1,1,3
2019,13,67,1,185000,0,27,0,1,3
2019,13,0,1,45600,1,72,1,1,1
2019,13,0,1,45600,0,68,1,1,2
2019,13,139,1,33000,1,31,0,5,2
2019,13,139,1,33000,0,24,0,1,1
2019,13,67,1,23600,1,67,1,1,3
2019,13,67,1,23600,0,69,1,1,2
2019,13,0,0,77800,1,66,0,2,2
2019,13,0,1,78050,1,70,1,1,1
2019,13,0,1,78050,0,67,1,1,2
2019,13,0,1,119000,1,62,1,1,3
2019,13,0,1,119000,0,66,1,1,3
2019,13,0,1,103000,0,46,1,1,1
2019,13,0,1,103000,1,44,1,1,1
2019,13,245,1,42000,0,46,1,2,1
2019,13,245,1,42000,1,53,1,2,1
2019,13,21,0,15000,0,51,2,2,1
2019,13,0,1,233550,1,65,4,4,2
2019,13,0,1,67000,0,37,1,1,2
2019,13,0,1,67000,1,48,1,1,1
2019,13,0,1,31600,0,53,1,2,2
2019,13,0,1,31600,1,67,1,2,1
2019,13,0,1,235000,1,56,1,1,3
2019,13,0,1,235000,0,57,1,1,2
2019,13,0,1,235000,0,28,0,1,2
2019,13,63,0,11100,0,43,0,2,1
2019,13,135,0,84000,1,38,1,4,2
2019,13,135,0,84000,0,36,1,4,2
2019,13,0,0,31500,1,41,0,2,1
2019,13,59,0,30000,1,53,0,2,1
2019,13,59,0,30000,0,50,3,2,2
2019,13,0,1,85700,1,52,3,1,1
2019,13,0,1,85700,1,24,0,1,2
2019,13,0,1,130000,0,62,1,1,2
2019,13,0,1,130000,0,57,1,1,1
2019,13,223,0,112100,0,62,1,1,2
2019,13,223,0,112100,1,68,1,1,1
2019,13,223,0,112100,1,26,0,1,1
2019,13,223,0,112100,0,24,0,1,1
2019,13,135,1,122000,0,42,1,1,2
2019,13,135,1,122000,1,46,1,1,2
2019,13,135,1,122000,1,24,0,1,1
2019,13,0,1,39100,0,39,0,5,2
2019,13,185,1,148000,1,40,1,1,2
2019,13,185,1,148000,0,39,1,1,2
2019,13,0,0,89700,0,36,1,1,2
2019,13,0,0,89700,1,36,1,1,2
2019,13,0,0,50000,1,24,1,2,1
2019,13,0,0,50000,0,24,1,2,1
2019,13,67,1,101000,0,63,1,2,3
2019,13,67,1,101000,1,65,1,2,2
2019,13,0,1,112200,0,64,4,5,2
2019,13,0,1,85000,0,51,1,1,1
2019,13,0,1,85000,1,48,1,1,1
2019,13,63,0,40000,1,44,1,4,2
2019,13,0,1,98100,1,48,1,1,3
2019,13,0,1,98100,0,37,1,1,2
2019,13,21,0,29700,1,57,4,2,3
2019,13,21,0,29700,1,27,0,2,2
2019,13,0,1,30000,1,73,1,2,1
2019,13,0,1,30000,0,72,1,2,1
2019,13,0,0,39200,1,26,1,1,1
2019,13,0,0,39200,0,26,1,1,2
2019,13,67,0,65400,0,23,0,1,2
2019,13,0,0,19600,0,24,1,1,2
2019,13,0,0,35300,1,66,3,1,2
2019,13,0,0,11500,1,58,3,2,1
2019,13,0,1,37000,0,62,3,2,2
2019,13,63,1,17400,0,69,1,4,1
2019,13,117,1,92000,1,69,1,1,2
2019,13,117,1,92000,0,67,1,1,1
2019,13,117,1,92000,1,36,0,1,1
2019,13,0,0,60500,0,66,4,1,2
2019,13,0,0,145000,1,57,0,1,2
2019,13,223,1,167000,0,57,1,1,2
2019,13,223,1,167000,1,58,1,1,2
2019,13,0,1,98000,1,57,1,2,2
2019,13,0,1,98000,0,54,1,2,1
2019,13,0,1,92100,1,69,1,2,3
2019,13,0,1,92100,0,68,1,2,2
2019,13,0,1,721000,1,45,1,4,3
2019,13,0,1,721000,0,45,1,4,3
2019,13,0,1,10004,0,68,1,1,2
2019,13,0,1,10004,1,68,1,1,2
2019,13,67,1,101400,1,65,1,1,2
2019,13,67,1,101400,0,64,1,1,2
2019,13,0,0,10000,1,71,3,2,2
2019,13,0,1,29700,0,62,1,1,3
2019,13,0,1,29700,1,66,1,1,1
2019,13,57,1,72110,1,69,1,1,2
2019,13,57,1,72110,0,62,1,1,1
2019,13,0,0,12000,0,59,0,2,2
2019,13,0,0,12000,0,28,0,5,2
2019,13,245,0,10800,0,69,0,1,1
2019,13,0,1,55000,1,29,3,1,1
2019,13,67,0,54500,0,40,0,2,1
2019,13,0,0,55300,0,28,1,1,3
2019,13,0,0,55300,1,30,1,1,3
2019,13,15,0,54400,0,37,1,1,2
2019,13,15,0,54400,1,40,1,1,1
2019,13,63,1,58000,0,51,1,5,1
2019,13,63,1,58000,1,54,1,5,1
2019,13,67,1,112060,0,65,1,1,2
2019,13,67,1,112060,1,66,1,1,2
2019,13,0,1,190000,1,59,1,1,3
2019,13,0,1,190000,0,58,1,1,2
2019,13,0,1,190000,0,23,0,1,2
2019,13,97,1,36400,0,42,2,2,2
2019,13,117,1,262000,1,48,1,1,2
2019,13,117,1,262000,0,45,1,1,2
2019,13,0,1,65000,0,45,0,2,1
2019,13,0,1,65000,1,25,0,2,1
2019,13,135,1,572000,1,62,1,1,2
2019,13,135,1,572000,0,62,1,1,2
2019,13,135,1,152100,0,47,0,1,1
2019,13,135,1,152100,0,26,0,1,2
2019,13,135,1,152100,0,66,0,1,1
2019,13,63,1,53000,1,24,1,5,1
2019,13,63,1,53000,0,24,1,5,1
2019,13,63,1,53000,1,23,0,1,1
2019,13,0,1,90000,1,60,1,1,2
2019,13,0,1,90000,0,68,1,1,1
2019,13,0,1,0,1,52,0,1,3
2019,13,67,1,158000,1,32,1,2,2
2019,13,67,1,158000,0,32,1,2,1
2019,13,135,0,50000,1,55,1,4,1
2019,13,135,0,50000,0,51,1,4,1
2019,13,57,1,71200,1,70,1,1,2
2019,13,57,1,71200,0,69,1,1,1
2019,13,0,0,10000,1,56,2,1,1
2019,13,313,1,524000,1,46,1,1,3
2019,13,313,1,524000,0,40,1,4,3
2019,13,0,1,163030,1,26,0,1,2
2019,13,0,1,163030,1,26,0,1,2
2019,13,59,1,25000,0,69,0,2,1
2019,13,135,1,165000,0,71,1,1,2
2019,13,135,1,165000,1,71,1,1,3
2019,13,135,1,165000,1,32,0,1,3
2019,13,0,1,15600,0,60,0,1,1
2019,13,0,1,105700,0,51,1,1,2
2019,13,0,1,105700,1,62,1,1,1
2019,13,139,1,305100,1,54,1,5,3
2019,13,139,1,305100,0,53,1,1,3
2019,13,45,0,28000,1,27,0,2,2
2019,13,0,1,10710,0,73,3,1,1
2019,13,67,1,36000,0,55,1,1,1
2019,13,67,1,36000,1,51,1,1,1
2019,13,0,1,120000,1,62,1,1,1
2019,13,0,1,120000,0,62,1,1,1
2019,13,0,1,71600,0,36,1,1,2
2019,13,0,1,71600,1,40,1,1,2
2019,13,59,0,9000,0,30,3,2,2
2019,13,0,1,62000,1,45,1,1,1
2019,13,0,1,62000,0,41,1,1,1
2019,13,73,1,176920,1,41,1,4,3
2019,13,73,1,176920,0,40,1,4,2
2019,13,73,1,176920,1,68,1,4,3
2019,13,73,1,176920,0,67,1,4,2
2019,13,0,1,123000,0,50,3,1,2
2019,13,0,1,123000,0,52,3,1,1
2019,13,51,1,71000,0,60,3,1,1
2019,13,0,1,35000,0,65,1,2,1
2019,13,0,1,35000,1,70,1,2,1
2019,13,63,1,48000,1,72,3,1,2
2019,13,63,1,48000,1,67,3,1,1
2019,13,0,0,16200,0,59,1,1,3
2019,13,0,0,16200,1,59,1,1,3
2019,13,0,1,38000,1,43,1,1,1
2019,13,0,1,38000,0,35,1,1,1
2019,13,0,1,4300,0,73,4,2,1
2019,13,0,1,69000,1,37,1,1,2
2019,13,0,1,69000,0,43,1,1,2
2019,13,0,0,55300,0,27,0,2,2
2019,13,0,0,55300,0,32,0,2,1
2019,13,67,1,2900,0,46,0,1,2
2019,13,0,0,20,1,56,2,2,1
2019,13,0,0,9300,0,61,0,2,1
2019,13,0,1,62000,0,57,0,2,1
2019,13,67,0,25000,0,28,0,2,2
2019,13,0,0,14800,0,50,0,2,1
2019,13,0,1,98320,1,41,1,1,1
2019,13,0,1,98320,0,41,1,1,3
2019,13,0,1,344500,1,72,1,1,2
2019,13,0,1,344500,0,68,1,1,3
2019,13,0,1,344500,0,28,1,1,3
2019,13,0,1,344500,1,30,1,1,2
2019,13,51,1,81700,1,66,1,1,3
2019,13,51,1,81700,0,65,1,1,2
2019,13,67,1,97900,0,72,3,1,2
2019,13,117,0,83300,0,38,1,1,2
2019,13,117,0,83300,1,36,1,1,2
2019,13,0,1,62200,1,61,1,1,2
2019,13,0,1,62200,0,58,1,1,2
2019,13,57,1,190000,1,59,1,1,2
2019,13,57,1,190000,0,59,1,1,2
2019,13,63,1,20400,0,68,4,2,1
2019,13,51,1,226400,1,45,1,1,3
2019,13,51,1,226400,0,44,1,1,3
2019,13,117,1,106500,1,36,1,1,2
2019,13,117,1,106500,0,34,1,1,1
2019,13,0,1,45000,1,52,4,1,2
2019,13,0,1,12900,0,71,4,2,1
2019,13,0,1,176500,1,65,1,1,2
2019,13,0,1,176500,0,60,1,1,1
2019,13,0,1,93800,1,73,1,1,3
2019,13,0,1,93800,0,71,1,1,2
2019,13,0,1,205000,0,30,0,2,3
2019,13,73,1,33000,0,42,4,1,2
2019,13,21,0,9900,1,58,1,1,1
2019,13,21,0,9900,0,48,1,1,1
2019,13,0,1,200000,0,57,1,1,2
2019,13,0,1,200000,1,57,1,1,3
2019,13,0,0,15600,0,46,2,1,2
2019,13,51,1,143000,1,39,1,1,3
2019,13,51,1,143000,0,36,1,1,3
2019,13,135,0,100000,0,50,3,2,3
2019,13,135,0,100000,0,23,1,2,2
2019,13,0,1,16000,0,46,3,4,1
2019,13,0,0,68900,0,38,0,2,2
2019,13,0,0,68900,1,52,2,2,1
2019,13,0,1,20000,1,32,1,1,1
2019,13,0,1,20000,0,35,1,1,2
2019,13,0,1,95000,0,66,2,2,2
2019,13,0,1,95000,1,30,0,2,2
2019,13,0,1,95000,1,27,0,2,1
2019,13,0,1,95000,0,30,0,2,2
2019,13,0,1,80600,0,63,1,1,1
2019,13,0,1,80600,1,73,1,1,2
2019,13,135,1,165000,1,52,1,1,2
2019,13,135,1,165000,0,52,1,1,2
2019,13,21,1,128000,1,48,1,1,2
2019,13,21,1,128000,0,50,1,1,2
2019,13,0,0,57200,1,23,1,5,1
2019,13,0,0,120940,1,35,1,1,3
2019,13,0,0,120940,0,31,1,1,2
2019,13,0,1,196400,0,67,1,1,2
2019,13,67,0,28900,0,58,1,4,2
2019,13,67,0,28900,1,67,1,4,2
2019,13,67,0,28900,1,24,0,4,2
2019,13,67,0,28900,0,23,0,4,2
2019,13,0,0,11490,0,60,3,1,2
2019,13,0,0,11490,1,57,0,1,1
2019,13,0,0,11490,1,67,4,1,1
2019,13,67,1,68400,1,71,1,1,2
2019,13,67,1,68400,0,68,1,1,2
2019,13,77,1,12040,1,34,0,1,2
2019,13,0,0,96800,0,23,0,1,2
2019,13,0,0,96800,0,28,0,5,2
2019,13,0,1,473500,1,49,1,1,3
2019,13,0,1,473500,0,46,1,1,2
2019,13,73,1,227000,1,44,1,1,2
2019,13,73,1,227000,0,39,1,1,2
2019,13,67,1,69500,0,35,1,1,2
2019,13,67,1,69500,1,34,1,1,2
2019,13,0,1,145300,1,33,1,1,2
2019,13,0,1,145300,0,35,1,1,2
2019,13,0,1,50000,1,30,1,1,2
2019,13,0,1,50000,0,25,1,1,1
2019,13,117,1,18000,0,58,0,1,2
2019,13,0,0,13200,0,56,1,2,1
2019,13,0,0,13200,1,57,1,2,1
2019,13,0,1,18200,0,71,4,2,1
2019,13,0,1,25320,0,54,3,1,2
2019,13,0,1,63300,1,66,1,1,2
2019,13,0,1,63300,0,59,1,1,2
2019,13,51,0,52000,1,28,0,1,1
2019,13,51,0,52000,0,27,0,1,1
2019,13,15,1,494000,1,72,4,1,1
2019,13,15,1,494000,1,66,3,1,1
2019,13,0,1,21200,1,67,1,1,2
2019,13,0,1,21200,0,65,1,1,1
2019,13,0,1,260000,1,46,1,2,2
2019,13,0,1,260000,0,47,1,2,3
2019,13,67,1,215300,1,66,1,1,2
2019,13,67,1,215300,0,62,1,1,2
2019,13,0,1,99000,1,29,1,1,3
2019,13,0,1,99000,0,29,1,1,3
2019,13,67,0,25000,0,31,0,2,1
2019,13,0,0,15000,0,38,0,2,1
2019,13,139,1,105500,0,50,3,1,2
2019,13,21,1,64500,1,61,1,1,1
2019,13,21,1,64500,0,62,1,1,1
2019,13,0,0,9800,1,54,0,2,1
2019,13,139,1,160000,0,38,1,1,3
2019,13,139,1,160000,1,43,1,1,3
2019,13,73,1,100410,0,64,1,1,2
2019,13,73,1,100410,1,66,1,1,1
2019,13,51,1,209000,1,54,1,1,2
2019,13,51,1,209000,1,25,1,1,2
2019,13,139,1,143700,1,39,1,1,2
2019,13,139,1,143700,0,35,1,1,2
2019,13,45,0,48500,0,45,1,1,1
2019,13,45,0,48500,1,46,1,1,1
2019,13,45,0,48500,0,25,0,1,1
2019,13,0,0,71100,1,53,1,1,2
2019,13,0,0,71100,0,58,1,1,2
2019,13,0,1,15000,1,59,0,1,1
2019,13,0,1,34500,1,66,4,1,2
2019,13,117,1,88200,0,44,1,1,2
2019,13,117,1,88200,1,45,1,1,3
2019,13,0,1,37500,1,68,1,1,1
2019,13,0,1,37500,0,68,1,1,1
2019,13,0,0,62000,0,48,3,1,3
2019,13,0,1,88000,0,73,3,1,3
2019,13,0,1,14000,0,34,0,1,2
2019,13,0,0,91000,1,49,1,1,1
2019,13,0,0,91000,0,44,1,1,2
2019,13,21,1,210350,0,72,1,1,2
2019,13,21,1,210350,1,71,1,1,2
2019,13,21,1,210350,1,54,3,1,2
2019,13,0,0,21000,1,24,0,2,1
2019,13,0,0,21000,0,46,0,2,1
2019,13,0,1,192100,1,42,1,1,2
2019,13,0,1,192100,0,42,1,1,2
2019,13,45,1,65000,1,48,3,1,1
2019,13,45,1,65000,0,47,4,1,1
2019,13,0,1,185000,1,48,0,1,2
2019,13,0,1,33600,0,72,1,2,1
2019,13,0,1,74180,0,57,1,1,2
2019,13,0,1,74180,1,59,1,1,2
2019,13,0,1,74180,0,27,0,1,2
2019,13,0,0,32000,0,24,1,2,1
2019,13,0,0,32000,1,24,1,2,1
2019,13,63,0,7000,0,35,0,2,1
2019,13,97,1,468000,0,53,2,1,2
2019,13,0,1,114700,0,43,3,1,1
2019,13,0,1,114700,1,42,3,1,1
2019,13,73,1,145000,1,58,4,1,1
2019,13,73,1,145000,1,30,0,1,1
2019,13,0,0,25900,1,30,0,1,1
2019,13,0,1,123420,1,65,1,1,2
2019,13,0,1,123420,0,62,1,1,2
2019,13,0,0,100000,0,33,0,2,2
2019,13,0,1,14800,0,52,0,2,1
2019,13,0,1,105000,0,69,1,1,2
2019,13,0,1,105000,1,68,1,1,2
2019,13,0,0,6000,1,54,3,1,1
2019,13,0,1,51000,1,46,3,1,1
2019,13,0,0,58000,0,24,0,1,3
2019,13,77,1,77000,1,54,1,1,1
2019,13,77,1,77000,0,50,1,1,1
2019,13,77,1,11000,0,70,0,1,1
2019,13,0,0,8200,0,63,1,2,1
2019,13,73,1,20000,0,63,2,1,3
2019,13,0,1,37200,1,73,1,1,1
2019,13,135,0,83000,1,45,1,5,1
2019,13,135,0,83000,0,38,1,5,1
2019,13,57,1,35750,0,71,4,1,1
2019,13,57,1,35750,1,27,3,1,1
2019,13,73,1,40700,0,58,3,1,1
2019,13,67,1,140200,1,65,1,1,2
2019,13,67,1,140200,0,65,1,1,2
2019,13,67,1,140200,1,30,1,1,2
2019,13,67,1,140200,0,29,1,1,2
2019,13,0,1,36400,0,67,1,1,1
2019,13,0,1,36400,1,69,1,1,3
2019,13,0,0,12000,0,57,3,1,2
2019,13,0,1,95700,0,71,4,1,1
2019,13,0,1,95700,0,51,1,1,1
2019,13,0,1,95700,1,60,1,1,1
2019,13,0,1,34300,0,54,0,2,1
2019,13,0,1,34300,1,32,0,2,1
2019,13,0,1,34300,0,24,0,2,1
2019,13,57,1,82190,0,60,1,1,2
2019,13,57,1,82190,1,63,1,1,2
2019,13,0,1,71000,0,40,3,1,2
2019,13,0,1,78900,0,54,1,1,1
2019,13,0,1,78900,1,64,1,1,2
2019,13,0,1,330600,0,73,1,1,2
2019,13,0,1,330600,1,69,1,1,1
2019,13,0,1,30000,0,69,3,2,2
2019,13,0,1,30000,1,47,0,2,2
2019,13,57,1,101200,1,38,1,1,1
2019,13,57,1,101200,0,42,1,1,2
2019,13,0,0,16600,0,41,3,1,1
2019,13,0,1,60000,0,49,2,1,3
2019,13,0,1,58600,0,65,3,1,3
2019,13,0,1,319000,1,41,1,1,2
2019,13,0,1,319000,0,38,1,1,3
2019,13,0,1,23000,0,66,0,1,1
2019,13,117,1,244000,1,39,1,4,3
2019,13,117,1,244000,0,32,1,4,2
2019,13,0,1,386100,0,40,1,1,3
2019,13,0,1,386100,1,53,1,1,3
2019,13,135,1,78200,1,71,1,1,1
2019,13,135,1,78200,0,66,1,1,2
2019,13,67,0,32600,0,23,0,2,2
2019,13,67,0,32600,0,48,3,2,2
2019,13,59,0,15900,0,72,3,1,1
2019,13,117,1,152000,1,36,1,4,2
2019,13,117,1,152000,0,35,1,5,2
2019,13,63,0,40000,0,29,0,5,1
2019,13,0,1,97000,1,62,1,2,2
2019,13,0,1,97000,0,60,1,2,2
2019,13,0,1,130000,1,60,1,1,1
2019,13,0,1,130000,0,56,1,1,1
2019,13,245,0,56900,0,44,0,5,3
2019,13,245,0,56900,0,62,2,1,2
2019,13,0,1,241000,1,60,1,1,1
2019,13,0,1,241000,0,56,1,1,1
2019,13,57,1,65020,0,34,0,1,2
2019,13,117,1,35870,1,70,1,1,2
2019,13,117,1,35870,0,63,1,1,1
2019,13,67,1,608900,0,69,1,1,1
2019,13,0,1,267000,1,45,1,1,2
2019,13,0,1,267000,0,42,1,4,3
2019,13,151,1,119000,1,33,1,1,1
2019,13,151,1,119000,0,35,1,1,2
2019,13,45,1,28000,0,40,3,1,2
2019,13,0,0,33800,0,59,4,1,1
2019,13,0,0,33800,0,35,0,1,1
2019,13,0,0,90100,1,31,1,1,2
2019,13,0,0,90100,0,31,1,1,3
2019,13,0,0,10230,0,62,3,2,1
2019,13,67,0,74000,0,56,3,1,2
2019,13,0,0,62000,1,28,2,2,1
2019,13,0,0,62000,0,26,0,2,1
2019,13,0,0,62000,1,26,0,2,2
2019,13,0,0,30800,1,41,1,4,1
2019,13,0,0,30800,0,37,1,4,1
2019,13,0,0,30800,1,45,0,4,1
2019,13,63,1,13300,1,57,3,2,3
2019,13,0,1,80000,1,43,0,1,2
2019,13,135,1,81000,1,69,1,1,2
2019,13,135,1,81000,0,66,1,1,2
2019,13,0,1,46500,0,61,2,1,1
2019,13,0,1,46500,1,39,0,1,1
2019,13,0,1,66230,0,69,4,1,1
2019,13,0,1,127400,0,57,0,2,2
2019,13,0,1,127400,1,59,0,2,1
2019,13,113,1,275000,0,51,1,2,1
2019,13,113,1,275000,1,53,1,2,1
2019,13,0,0,92000,0,59,1,2,2
2019,13,0,0,92000,1,56,3,2,2
2019,13,51,0,33000,0,26,0,2,2
2019,13,135,0,24000,1,63,0,5,1
2019,13,117,1,165000,1,64,1,1,2
2019,13,117,1,165000,0,51,1,1,3
2019,13,67,0,83000,1,44,1,4,2
2019,13,67,0,83000,0,40,1,4,3
2019,13,185,0,82000,1,53,2,2,2
2019,13,0,1,131000,1,65,1,1,2
2019,13,0,1,131000,0,66,1,1,1
2019,13,51,0,36000,0,59,4,2,1
2019,13,51,0,36000,1,32,0,2,1
2019,13,59,1,48000,0,69,4,1,3
2019,13,0,0,5000,1,25,0,1,2
2019,13,57,1,186000,1,40,1,1,2
2019,13,57,1,186000,0,41,1,1,3
2019,13,0,1,150000,1,63,1,1,1
2019,13,0,1,150000,0,63,1,1,3
2019,13,0,1,150000,1,34,0,1,1
2019,13,0,1,32000,0,68,1,1,1
2019,13,57,0,102200,0,47,1,1,2
2019,13,57,0,102200,1,47,1,1,2
2019,13,67,1,85800,1,62,1,1,2
2019,13,67,1,85800,0,58,1,1,3
2019,13,139,0,34000,1,46,3,1,1
2019,13,139,1,105000,1,50,1,1,2
2019,13,139,1,105000,0,51,1,1,3
2019,13,117,1,72600,0,68,1,1,2
2019,13,117,1,72600,1,71,1,1,2
2019,13,0,1,45000,1,34,0,1,1
2019,13,0,1,45000,0,36,3,1,2
2019,13,245,0,54000,0,51,3,2,1
2019,13,245,0,54000,1,36,0,2,1
2019,13,0,0,32000,1,52,0,1,2
2019,13,67,1,101400,0,57,1,2,3
2019,13,67,1,101400,0,63,1,2,1
