YEAR,STATEFIP,COUNTYFP,OWNERSHP,HHINCOME,SEX,AGE,MARST,RACE,EDUC
2019,13,0,1,104000,0,31,1,1,2
2019,13,0,1,24500,1,35,0,2,1
2019,13,63,0,30000,0,28,0,2,1
2019,13,63,0,30000,0,40,3,2,1
2019,13,0,1,14600,1,70,4,1,2
2019,13,139,1,42000,1,61,3,1,1
2019,13,0,0,89120,0,44,0,1,3
2019,13,51,1,285000,1,47,1,1,3
2019,13,51,1,285000,0,59,1,1,2
2019,13,0,0,18700,1,58,3,1,1
2019,13,245,0,12000,0,29,3,2,2
2019,13,135,1,100000,0,44,1,1,2
2019,13,135,1,100000,1,49,1,1,2
2019,13,0,0,100000,1,41,0,1,1
2019,13,59,1,56480,1,66,1,1,2
2019,13,59,1,56480,0,67,1,1,1
2019,13,0,1,68000,0,48,3,2,2
2019,13,0,1,78000,1,60,3,1,2
2019,13,0,1,68300,1,73,1,2,1
2019,13,0,1,68300,0,67,1,2,1
2019,13,0,1,68300,1,28,4,2,2
2019,13,0,1,412000,1,68,3,4,3
2019,13,0,1,567000,1,60,3,2,2
2019,13,0,1,567000,0,29,0,2,1
2019,13,0,1,567000,0,23,0,2,1
2019,13,0,1,567000,0,38,0,2,1
2019,13,0,1,567000,0,32,0,2,1
2019,13,0,1,567000,0,60,3,2,1
2019,13,0,1,567000,1,40,0,2,2
2019,13,0,1,83600,0,35,1,1,2
2019,13,0,1,83600,1,34,1,1,2
2019,13,0,1,94000,0,45,3,1,3
2019,13,0,1,94000,1,41,3,1,1
2019,13,0,1,86400,0,70,1,1,1
2019,13,0,1,86400,1,58,1,1,1
2019,13,0,1,98000,1,60,1,1,1
2019,13,0,1,98000,0,62,1,1,1
2019,13,0,0,22300,1,38,0,1,2
2019,13,67,1,46600,1,52,1,1,1
2019,13,67,1,46600,0,47,1,1,1
2019,13,67,1,46600,0,24,0,1,1
2019,13,0,1,133190,0,64,1,1,3
2019,13,0,1,133190,1,62,1,1,1
2019,13,0,1,45900,0,71,1,1,1
2019,13,0,1,45900,1,71,1,1,1
2019,13,117,1,194500,0,36,1,4,2
2019,13,117,1,194500,1,51,1,2,2
2019,13,117,1,194500,1,33,1,4,1
2019,13,117,1,194500,1,71,1,4,3
2019,13,117,1,194500,0,63,1,4,2
2019,13,117,1,194500,0,31,1,4,3
2019,13,0,1,63000,0,56,1,1,2
2019,13,0,1,63000,1,61,1,1,2
2019,13,63,1,30000,0,32,2,2,1
2019,13,0,1,66900,1,73,1,1,2
2019,13,0,1,66900,0,70,1,1,1
2019,13,51,1,83100,1,55,1,1,2
2019,13,51,1,83100,0,55,1,1,2
2019,13,0,1,20000,0,58,3,1,2
2019,13,67,0,130000,0,36,1,1,2
2019,13,67,0,130000,1,44,1,1,1
2019,13,0,1,116000,1,39,1,1,3
2019,13,0,1,116000,0,37,1,1,2
2019,13,59,0,23600,0,59,0,2,1
2019,13,0,1,13500,0,67,0,2,1
2019,13,0,1,71000,1,61,1,1,1
2019,13,0,1,71000,0,60,1,1,1
2019,13,135,1,240000,1,40,1,2,3
2019,13,135,1,240000,0,41,1,2,3
2019,13,0,1,93600,1,65,1,2,1
2019,13,0,1,93600,0,56,1,2,2
2019,13,0,1,60000,0,26,1,1,2
2019,13,0,1,60000,1,26,1,1,2
2019,13,67,0,68000,1,23,0,1,2
2019,13,21,1,42000,0,50,0,2,3
2019,13,0,1,15280,0,61,3,2,2
2019,13,0,1,24500,0,49,3,1,1
2019,13,0,1,199000,0,57,3,2,2
2019,13,0,1,199000,0,52,1,2,1
2019,13,0,1,199000,1,60,1,2,1
2019,13,0,1,199000,0,25,0,2,2
2019,13,0,0,20390,1,49,1,2,1
2019,13,0,1,35400,1,67,1,2,1
2019,13,0,1,35400,0,61,1,2,1
2019,13,0,1,168100,1,52,1,1,1
2019,13,0,1,168100,0,46,1,4,2
2019,13,67,0,98000,0,29,0,2,2
2019,13,67,0,98000,1,51,1,2,2
2019,13,67,0,98000,0,50,1,2,2
2019,13,0,0,15400,0,71,3,1,1
2019,13,0,1,87600,1,57,1,1,2
2019,13,0,1,87600,0,53,1,1,2
2019,13,0,0,31800,0,25,0,1,2
2019,13,0,0,31800,1,26,0,2,2
2019,13,0,1,104000,0,53,1,1,2
2019,13,0,1,104000,1,52,1,1,3
2019,13,51,0,29600,0,44,3,2,1
2019,13,51,0,29600,1,42,3,2,1
2019,13,0,0,40000,0,25,0,1,1
2019,13,0,0,40000,1,30,0,1,1
2019,13,0,0,28000,1,32,0,1,1
2019,13,0,1,138000,1,73,1,1,3
2019,13,0,1,138000,0,72,1,1,3
2019,13,59,0,20000,1,24,0,1,2
2019,13,0,1,43000,0,44,3,1,1
2019,13,0,0,14400,0,68,4,1,1
2019,13,0,1,49000,1,68,3,2,1
2019,13,0,1,100000,0,60,1,1,2
2019,13,0,1,100000,1,61,1,1,1
2019,13,0,1,33600,0,51,3,1,2
2019,13,0,1,26000,1,45,1,2,1
2019,13,0,1,26000,0,44,1,2,1
2019,13,0,1,50000,0,56,1,1,1
2019,13,0,1,50000,1,57,1,1,1
2019,13,0,1,92000,1,36,1,1,2
2019,13,0,1,92000,0,32,1,1,2
2019,13,0,1,17000,0,29,1,1,2
2019,13,0,1,17000,1,31,1,2,2
2019,13,0,0,67000,0,34,1,2,2
2019,13,0,0,67000,1,40,1,2,1
2019,13,0,1,72600,1,62,1,2,1
2019,13,0,1,72600,0,57,1,2,2
2019,13,15,0,73100,1,50,1,5,1
2019,13,15,0,73100,0,33,1,1,2
2019,13,135,1,52000,1,34,3,1,2
2019,13,313,1,81600,0,51,4,1,1
2019,13,313,1,81600,0,34,0,1,2
2019,13,313,1,81600,1,37,1,1,1
2019,13,0,0,0,1,32,0,1,1
2019,13,0,1,30000,1,39,1,4,3
2019,13,0,1,30000,0,35,1,4,2
2019,13,0,0,82000,0,57,1,1,2
2019,13,0,0,82000,1,57,1,1,1
2019,13,0,1,60300,1,64,3,1,1
2019,13,135,1,7600,1,63,4,2,1
2019,13,0,1,18400,0,34,3,1,2
2019,13,0,0,85400,0,66,3,2,2
2019,13,113,1,193300,1,53,1,1,2
2019,13,113,1,193300,0,68,1,1,2
2019,13,0,1,240000,0,31,1,1,3
2019,13,0,1,240000,1,34,1,1,1
2019,13,117,1,82000,1,52,1,1,2
2019,13,117,1,82000,0,49,1,1,3
2019,13,0,1,141000,0,52,4,1,1
2019,13,0,1,141000,0,73,4,1,1
2019,13,0,1,48400,0,55,1,1,2
2019,13,0,1,48400,1,61,1,1,1
2019,13,0,1,65000,0,57,1,2,2
2019,13,0,1,65000,1,60,1,2,1
2019,13,135,1,100000,1,35,1,2,3
2019,13,135,1,100000,0,34,1,2,3
2019,13,245,1,130500,1,56,1,1,3
2019,13,0,1,51700,1,64,1,1,1
2019,13,0,1,219000,0,33,1,2,3
2019,13,0,1,219000,1,34,1,2,3
2019,13,245,1,108500,1,61,1,2,1
2019,13,245,1,108500,0,50,1,2,1
2019,13,0,1,45710,1,56,0,1,2
2019,13,0,1,91000,1,68,1,1,1
2019,13,0,1,91000,1,68,3,1,1
2019,13,185,0,39800,1,66,2,2,1
2019,13,185,0,39800,0,47,2,2,1
2019,13,0,1,50240,1,73,1,1,1
2019,13,0,1,50240,0,72,1,1,1
2019,13,0,0,9300,0,34,0,2,1
2019,13,0,1,55300,1,70,4,1,1
2019,13,0,1,55300,1,25,0,1,1
2019,13,67,1,64000,1,49,1,2,1
2019,13,67,1,64000,1,52,1,2,1
2019,13,67,1,64000,0,44,1,2,1
2019,13,0,1,83800,1,63,1,1,2
2019,13,0,1,83800,0,59,1,1,1
2019,13,0,1,69000,0,70,1,1,2
2019,13,0,1,69000,1,71,1,1,3
2019,13,117,1,89900,1,69,1,1,3
2019,13,117,1,89900,0,68,1,1,2
2019,13,139,1,77600,0,27,1,1,2
2019,13,139,1,77600,1,25,1,1,2
2019,13,0,0,18000,0,61,3,2,2
2019,13,67,0,0,0,59,2,2,3
2019,13,0,0,37900,0,41,3,1,1
2019,13,67,0,100000,1,51,3,1,1
2019,13,0,0,82000,1,55,3,1,3
2019,13,117,1,236700,1,41,1,1,3
2019,13,117,1,236700,0,41,1,1,2
2019,13,117,1,236700,1,72,1,1,2
2019,13,0,1,137150,1,72,1,1,1
2019,13,0,1,137150,0,60,1,1,1
2019,13,117,1,55000,0,67,1,1,3
2019,13,117,1,55000,1,67,1,1,2
2019,13,117,1,55000,0,35,0,1,3
2019,13,223,1,80000,0,67,3,1,1
2019,13,223,1,80000,0,38,3,1,1
2019,13,223,1,80000,0,24,0,1,2
2019,13,223,1,80000,1,23,0,1,1
2019,13,0,1,26000,0,51,0,2,2
2019,13,0,1,78750,0,71,1,1,1
2019,13,0,1,78750,1,69,1,1,3
2019,13,0,1,179000,1,47,1,1,2
2019,13,0,1,179000,0,44,1,5,1
2019,13,0,1,112000,0,29,1,1,2
2019,13,0,1,112000,1,33,1,1,2
2019,13,0,1,221000,1,53,1,1,3
2019,13,0,1,221000,1,51,1,1,2
2019,13,0,1,236000,1,49,1,1,1
2019,13,0,1,236000,0,49,1,1,3
2019,13,63,0,16000,1,51,2,2,1
2019,13,0,0,47300,1,34,2,1,1
2019,13,0,0,47300,0,35,2,5,2
2019,13,0,0,47300,1,51,3,1,1
2019,13,139,0,56000,1,38,0,1,1
2019,13,139,0,56000,1,28,0,2,2
2019,13,21,1,43200,0,64,1,2,1
2019,13,21,1,43200,1,53,1,2,1
2019,13,0,0,71200,0,72,4,1,1
2019,13,0,1,45000,0,26,0,2,2
2019,13,51,1,76500,1,62,1,1,1
2019,13,51,1,76500,0,61,1,1,1
2019,13,51,1,76500,0,40,1,1,2
2019,13,51,0,46200,0,56,3,1,2
2019,13,0,0,35000,0,35,0,2,1
2019,13,0,0,35000,0,37,3,2,1
2019,13,117,1,76200,1,45,1,1,2
2019,13,117,1,76200,0,47,1,1,2
2019,13,0,1,51200,0,55,1,1,3
2019,13,0,1,51200,1,69,1,1,1
2019,13,0,1,51200,0,25,0,1,1
2019,13,0,1,315000,0,37,1,1,1
2019,13,0,1,315000,1,43,1,1,1
2019,13,0,1,20040,0,63,3,2,1
2019,13,0,1,20040,1,67,0,2,1
2019,13,21,0,9090,0,62,0,2,1
2019,13,0,1,23300,0,27,2,1,2
2019,13,0,1,113500,1,62,1,2,1
2019,13,0,1,113500,0,65,1,2,1
2019,13,0,1,113500,1,25,1,2,2
2019,13,0,1,113500,1,45,0,2,1
2019,13,0,1,96800,0,46,1,1,2
2019,13,0,1,96800,1,47,1,1,2
2019,13,0,1,20200,0,68,0,2,2
2019,13,0,1,20200,1,48,0,2,1
2019,13,0,1,242000,1,29,1,1,2
2019,13,0,1,242000,0,29,1,1,3
2019,13,117,1,103400,1,38,1,1,2
2019,13,117,1,103400,0,39,1,1,2
2019,13,67,0,80000,0,32,1,1,2
2019,13,67,0,80000,1,35,1,1,2
2019,13,0,1,109000,1,48,3,1,2
2019,13,67,1,160100,0,73,1,1,2
2019,13,0,1,621000,1,54,3,1,2
2019,13,0,1,621000,0,49,3,1,2
2019,13,185,1,93000,0,56,3,1,2
2019,13,185,1,93000,1,35,1,1,2
2019,13,185,1,93000,0,34,1,5,2
2019,13,0,0,44000,0,40,0,4,3
2019,13,0,0,0,0,50,0,2,1
2019,13,63,1,60500,1,41,1,2,2
2019,13,63,1,60500,0,36,1,2,2
2019,13,0,0,17500,0,35,1,1,1
2019,13,0,0,17500,1,37,1,5,2
2019,13,0,1,95600,1,45,1,1,1
2019,13,0,1,95600,0,57,1,1,1
2019,13,0,1,95600,1,27,1,1,1
2019,13,0,1,103550,0,25,1,1,2
2019,13,0,1,103550,1,26,1,1,1
2019,13,245,0,60550,0,44,2,2,3
2019,13,0,1,102440,1,58,3,1,1
2019,13,0,1,102440,0,57,3,1,3
2019,13,0,1,261400,1,63,1,2,2
2019,13,0,1,261400,0,54,1,2,1
2019,13,0,1,261400,0,28,0,2,2
2019,13,0,1,261400,0,23,0,2,2
2019,13,51,1,98000,0,58,1,1,2
2019,13,51,1,98000,1,57,1,1,2
2019,13,0,1,98300,0,63,4,1,2
2019,13,0,0,32370,1,54,0,1,1
2019,13,0,1,76000,0,55,1,1,1
2019,13,0,1,76000,1,55,1,1,1
2019,13,57,1,136800,1,40,1,1,3
2019,13,57,1,136800,0,39,1,1,2
2019,13,0,0,54900,0,24,0,1,3
2019,13,0,0,54900,0,23,0,1,2
2019,13,0,1,52600,1,70,1,1,2
2019,13,0,1,52600,1,62,3,1,1
2019,13,135,1,153000,1,30,1,1,2
2019,13,135,1,153000,0,29,1,1,2
2019,13,117,1,50000,0,40,3,1,3
2019,13,0,1,104000,0,39,1,1,2
2019,13,0,1,104000,1,39,1,1,1
2019,13,0,1,163000,0,53,1,1,1
2019,13,0,1,163000,1,56,1,1,1
2019,13,63,1,25000,1,40,0,2,2
2019,13,0,0,43000,0,72,4,1,1
2019,13,0,0,43000,0,51,0,1,1
2019,13,0,1,157000,1,33,0,1,3
2019,13,0,1,157000,0,31,0,1,3
2019,13,0,1,36000,0,72,3,2,3
2019,13,0,1,180000,1,32,0,2,3
2019,13,0,0,61600,0,44,3,1,3
2019,13,245,0,53200,1,35,1,2,2
2019,13,67,0,105000,1,40,0,1,2
2019,13,67,0,105000,0,35,0,1,2
2019,13,0,1,64800,0,56,1,1,1
2019,13,0,1,64800,1,59,1,1,1
2019,13,67,0,102000,1,30,1,2,2
2019,13,67,0,102000,0,28,1,4,3
2019,13,0,1,52500,0,30,1,1,2
2019,13,0,1,52500,1,35,1,1,2
2019,13,245,0,24200,1,67,3,2,1
2019,13,0,1,33830,1,73,1,1,1
2019,13,0,1,33830,0,68,1,1,1
2019,13,0,0,18900,0,71,0,2,1
2019,13,0,1,34000,0,72,3,1,2
2019,13,0,1,34000,1,52,3,1,2
2019,13,0,0,19300,0,63,2,2,1
2019,13,0,0,19300,1,61,0,2,1
2019,13,0,0,19300,1,32,1,2,1
2019,13,63,0,6400,0,44,3,2,3
2019,13,0,0,32200,0,67,3,1,2
2019,13,0,0,32200,0,37,0,1,1
2019,13,0,1,318000,1,41,1,1,2
2019,13,0,1,318000,0,40,1,1,3
2019,13,0,1,38400,1,72,4,1,1
2019,13,0,1,38400,0,61,3,1,1
2019,13,0,1,114100,1,59,1,1,1
2019,13,0,1,114100,0,64,1,1,1
2019,13,0,1,317000,0,68,3,1,2
2019,13,51,1,87000,1,28,1,1,2
2019,13,0,0,96400,1,65,4,2,2
2019,13,0,0,96400,0,37,1,2,1
2019,13,77,1,45500,0,64,3,1,2
2019,13,0,1,93000,1,55,1,1,1
2019,13,0,1,93000,0,53,1,1,1
2019,13,51,1,127300,0,36,1,1,2
2019,13,51,1,127300,1,36,1,1,1
2019,13,59,0,19200,1,25,0,1,3
2019,13,59,0,19200,1,26,0,1,3
2019,13,0,1,41000,0,57,1,1,1
2019,13,0,1,41000,1,53,1,1,1
2019,13,59,0,60150,1,32,0,1,1
2019,13,0,0,54000,0,34,1,1,1
2019,13,0,0,54000,1,34,1,1,2
2019,13,0,1,90000,1,63,1,1,1
2019,13,0,1,90000,0,59,1,1,1
2019,13,135,1,9600,1,70,1,1,1
2019,13,0,1,174000,0,39,1,2,3
2019,13,0,1,174000,1,29,1,2,2
2019,13,151,1,110000,1,62,1,2,2
2019,13,151,1,110000,0,55,1,2,1
2019,13,0,1,132000,0,52,2,1,3
2019,13,117,1,150000,1,43,1,1,2
2019,13,117,1,150000,0,44,1,1,2
2019,13,0,1,258500,1,47,1,4,2
2019,13,0,1,258500,0,45,1,4,2
2019,13,113,1,203000,1,67,1,1,3
2019,13,113,1,203000,0,66,1,1,3
2019,13,0,0,56000,1,39,1,2,1
2019,13,0,0,56000,0,39,1,2,1
2019,13,0,0,111500,1,43,1,1,1
2019,13,0,0,111500,0,41,1,1,1
2019,13,0,0,30400,1,40,1,2,1
2019,13,0,0,30400,0,40,1,2,1
2019,13,0,1,6600,0,73,1,1,1
2019,13,0,1,83000,0,39,1,2,2
2019,13,0,1,83000,1,37,1,2,2
2019,13,0,1,136500,1,48,1,1,2
2019,13,0,1,136500,0,50,1,1,2
2019,13,0,0,45900,1,49,1,2,2
2019,13,0,0,45900,0,51,1,2,1
2019,13,0,0,45900,1,25,0,2,2
2019,13,0,1,33600,1,61,1,1,1
2019,13,0,1,33600,0,69,1,1,1
2019,13,0,1,21300,1,43,2,5,1
2019,13,117,1,236500,1,58,1,1,2
2019,13,117,1,236500,0,55,1,1,2
2019,13,0,0,0,0,43,0,2,2
2019,13,117,1,65000,0,43,0,1,3
2019,13,0,1,112700,1,38,1,1,2
2019,13,0,1,112700,0,36,1,1,3
2019,13,0,0,9300,0,64,0,2,1
2019,13,0,0,24000,1,48,0,1,1
2019,13,135,1,476000,1,53,1,1,3
2019,13,135,1,24100,0,34,0,1,1
2019,13,0,0,24000,0,29,0,2,1
2019,13,139,1,34300,0,66,1,2,2
2019,13,139,1,34300,1,68,1,2,2
2019,13,139,1,92600,1,49,0,1,1
2019,13,139,1,92600,1,62,0,1,1
2019,13,139,1,92600,1,54,3,1,2
2019,13,0,1,144800,1,57,3,2,2
2019,13,0,1,62600,1,62,1,1,1
2019,13,0,1,62600,0,60,1,5,1
2019,13,0,0,118000,0,41,1,1,2
2019,13,0,0,118000,1,49,1,1,1
2019,13,0,1,86900,1,39,1,1,3
2019,13,0,1,86900,0,38,1,1,2
2019,13,0,1,90300,0,66,3,1,1
2019,13,0,1,90300,1,45,3,1,1
2019,13,0,1,128200,0,66,1,2,2
2019,13,0,1,128200,1,68,1,2,1
2019,13,139,1,178200,0,56,1,1,1
2019,13,139,1,178200,1,57,1,1,1
2019,13,139,1,178200,0,37,0,1,1
2019,13,139,1,178200,0,34,1,1,2
2019,13,139,1,178200,1,35,1,1,2
2019,13,0,1,21000,1,31,0,1,1
2019,13,0,1,21000,1,35,0,1,1
2019,13,135,1,140000,1,68,1,1,2
2019,13,135,1,140000,0,62,1,1,3
2019,13,0,0,59000,0,51,1,2,1
2019,13,0,0,59000,1,46,1,2,1
2019,13,0,0,59000,0,34,0,2,2
2019,13,63,1,139000,1,46,3,2,2
2019,13,63,1,139000,0,47,0,2,3
2019,13,0,1,250050,1,40,1,1,2
2019,13,0,1,250050,0,39,1,1,2
2019,13,67,1,40200,0,51,0,1,1
2019,13,67,1,40200,1,27,0,1,3
2019,13,0,1,68000,1,70,1,1,2
2019,13,0,1,68000,0,73,1,1,1
2019,13,0,1,68000,0,45,1,1,1
2019,13,0,1,68000,1,63,1,1,1
2019,13,0,1,102700,1,70,1,1,1
2019,13,0,1,102700,0,68,1,1,2
2019,13,0,1,102700,1,44,1,1,1
2019,13,0,1,102700,0,41,1,1,2
2019,13,63,1,86000,1,37,1,2,1
2019,13,63,1,86000,0,44,1,2,2
2019,13,0,1,792000,1,41,1,1,3
2019,13,0,1,792000,0,40,1,1,3
2019,13,0,1,150000,1,39,1,1,2
2019,13,0,1,150000,0,37,1,1,2
2019,13,0,0,67200,0,46,3,1,3
2019,13,0,1,68600,0,65,1,1,1
2019,13,0,1,68600,1,68,1,1,1
2019,13,245,1,134000,0,66,0,2,2
2019,13,0,1,27800,0,64,1,1,1
2019,13,0,1,27800,1,66,1,1,1
2019,13,139,1,57300,0,40,1,1,1
2019,13,139,1,57300,1,41,1,1,1
2019,13,139,1,57300,1,46,3,1,1
2019,13,0,0,61800,1,25,0,2,3
2019,13,0,0,106000,1,42,1,4,3
2019,13,0,0,106000,0,35,1,4,2
2019,13,0,1,230000,0,26,0,1,2
2019,13,0,1,230000,1,33,0,1,2
2019,13,0,0,9300,0,53,3,1,1
2019,13,0,1,152950,0,48,1,1,2
2019,13,0,1,152950,1,62,1,1,1
2019,13,0,1,152950,0,26,3,1,2
2019,13,0,1,45000,0,25,0,4,2
2019,13,0,1,83600,0,72,1,1,1
2019,13,0,1,58800,1,65,1,1,3
2019,13,0,1,58800,0,62,1,1,3
2019,13,0,1,112000,1,58,1,1,2
2019,13,0,1,112000,0,48,1,1,2
2019,13,185,1,155000,0,42,1,1,2
2019,13,185,1,155000,1,44,1,1,1
2019,13,0,1,78200,1,33,1,1,2
2019,13,0,1,78200,0,33,1,1,2
2019,13,0,1,122000,0,48,1,1,2
2019,13,0,1,122000,1,50,1,1,1
2019,13,0,1,391000,0,71,3,1,2
2019,13,0,1,391000,0,69,0,1,2
2019,13,0,1,391000,0,58,1,1,1
2019,13,67,1,116800,1,56,3,1,1
2019,13,67,1,116800,0,73,3,1,1
2019,13,67,1,116800,1,61,3,1,1
2019,13,113,0,11000,1,72,3,1,1
2019,13,73,1,255170,1,51,1,1,3
2019,13,73,1,255170,0,50,1,1,2
2019,13,67,0,73000,1,52,1,1,1
2019,13,67,0,73000,0,50,1,1,2
2019,13,67,0,73000,1,26,0,1,1
2019,13,51,0,0,0,43,0,1,2
2019,13,0,1,75200,0,58,1,1,1
2019,13,0,1,75200,1,57,1,1,3
2019,13,0,1,30600,0,39,3,1,1
2019,13,67,1,70000,0,55,3,1,2
2019,13,0,0,73000,0,24,0,4,2
2019,13,0,1,58000,0,29,1,1,2
2019,13,0,1,58000,1,30,1,1,2
2019,13,117,1,59200,0,67,1,1,2
2019,13,117,1,59200,1,69,1,1,2
2019,13,0,1,474200,0,40,1,1,2
2019,13,0,1,474200,1,44,1,1,3
2019,13,21,0,68500,0,25,1,1,2
2019,13,21,0,68500,1,25,1,1,2
2019,13,0,1,45000,0,37,1,1,2
2019,13,0,1,45000,1,40,1,1,1
2019,13,0,0,25000,0,34,3,1,2
2019,13,0,0,25000,1,38,3,1,1
2019,13,0,0,49500,0,37,1,1,2
2019,13,0,0,49500,1,36,1,1,1
2019,13,0,1,100000,1,58,1,1,1
2019,13,0,1,100000,0,56,1,1,2
2019,13,0,1,109300,1,68,1,1,3
2019,13,0,1,109300,0,70,1,1,3
2019,13,0,0,61300,1,69,1,1,1
2019,13,0,0,61300,0,66,1,1,2
2019,13,0,0,61300,0,33,1,1,1
2019,13,0,0,61300,1,31,1,1,1
2019,13,185,1,43200,1,63,0,1,1
2019,13,0,0,78100,1,63,4,1,1
2019,13,0,0,78100,1,26,0,1,1
2019,13,0,1,124000,0,61,1,1,3
2019,13,0,1,124000,1,70,1,1,3
2019,13,0,1,56700,0,45,1,1,2
2019,13,0,1,56700,1,31,1,1,2
2019,13,21,1,108000,1,52,1,2,2
2019,13,21,1,108000,0,51,1,2,3
2019,13,67,1,485500,1,47,1,1,3
2019,13,67,1,485500,0,50,1,1,3
2019,13,0,0,12000,0,54,3,2,1
2019,13,0,1,79200,0,70,4,1,2
2019,13,0,1,378000,1,56,1,1,2
2019,13,0,1,378000,0,51,1,1,2
2019,13,0,1,72700,1,55,1,1,1
2019,13,0,1,72700,0,48,1,1,3
2019,13,59,0,21500,0,23,0,1,2
2019,13,59,0,21500,0,23,0,1,1
2019,13,135,1,130000,0,64,1,1,1
2019,13,135,1,130000,1,65,1,1,1
2019,13,0,1,56800,0,72,1,1,2
2019,13,0,1,56800,1,73,1,1,2
2019,13,0,1,94800,1,66,1,1,2
2019,13,0,1,94800,0,62,1,1,3
2019,13,139,1,475000,1,58,1,1,2
2019,13,67,0,60800,0,27,0,1,2
2019,13,67,0,60800,0,30,0,1,2
2019,13,0,1,173000,0,71,1,2,3
2019,13,135,1,172000,1,60,1,1,2
2019,13,135,1,172000,0,59,1,1,2
2019,13,0,0,20000,0,33,3,1,1
2019,13,0,1,143000,0,57,1,1,3
2019,13,0,1,143000,1,61,1,1,2
2019,13,151,1,56800,1,61,1,2,1
2019,13,151,1,56800,0,57,1,2,1
2019,13,151,1,56800,0,29,0,2,1
2019,13,0,1,115600,1,70,1,2,2
2019,13,0,1,115600,0,52,1,2,2
2019,13,0,1,115600,1,23,0,2,2
2019,13,0,1,115600,1,29,0,2,1
2019,13,0,1,68900,1,71,1,1,3
2019,13,0,1,68900,0,67,1,1,3
2019,13,0,1,141000,1,51,1,1,1
2019,13,0,1,141000,0,52,1,1,1
2019,13,0,1,155700,0,39,1,1,2
2019,13,0,1,155700,1,40,1,1,3
2019,13,51,1,41600,0,65,0,1,2
2019,13,0,1,80600,0,49,1,1,1
2019,13,0,1,80600,1,49,1,1,1
2019,13,0,1,0,1,60,0,1,2
2019,13,185,1,70000,1,68,4,1,2
2019,13,0,0,108000,1,28,3,1,2
2019,13,0,1,160000,1,51,1,1,3
2019,13,0,1,160000,0,50,1,1,3
2019,13,0,1,90470,1,63,1,1,3
2019,13,0,1,90470,0,54,1,1,3
2019,13,51,1,161000,0,57,1,1,3
2019,13,51,1,161000,1,55,1,1,2
2019,13,51,1,161000,1,23,0,1,2
2019,13,0,1,20000,0,42,0,2,2
2019,13,0,1,26400,0,68,4,1,1
2019,13,135,1,125000,1,59,1,1,2
2019,13,135,1,125000,0,59,1,1,2
2019,13,0,1,77200,0,62,1,1,2
2019,13,0,1,96000,0,50,1,1,1
2019,13,0,1,96000,1,47,1,1,1
2019,13,0,1,96000,0,29,3,1,3
2019,13,0,0,29730,0,55,3,2,1
2019,13,21,0,37500,1,57,0,2,1
2019,13,0,0,65200,1,33,1,2,1
2019,13,0,0,65200,0,33,1,2,1
2019,13,21,1,59000,1,53,1,1,1
2019,13,21,1,59000,0,48,1,1,1
2019,13,0,0,86500,1,31,1,1,1
2019,13,0,0,86500,0,31,1,1,2
2019,13,0,1,150000,1,59,1,1,1
2019,13,0,1,150000,0,58,1,1,1
2019,13,135,1,55500,1,69,1,1,2
2019,13,135,1,55500,0,66,1,1,1
2019,13,135,1,55500,0,37,0,1,1
2019,13,97,1,51400,1,35,0,2,2
2019,13,97,1,51400,0,35,0,2,1
2019,13,0,1,67100,1,55,1,1,3
2019,13,0,1,67100,0,48,1,1,2
2019,13,67,1,83200,1,67,1,2,1
2019,13,67,1,83200,0,65,1,2,1
2019,13,67,1,83200,1,45,0,2,2
2019,13,59,1,91000,0,57,1,2,2
2019,13,59,1,91000,1,60,1,2,1
2019,13,0,1,88600,0,30,1,1,3
2019,13,0,1,88600,1,27,1,1,2
2019,13,223,1,48000,0,70,3,1,1
2019,13,223,1,48000,1,49,3,1,2
2019,13,223,1,48000,0,55,3,1,1
2019,13,73,1,73210,0,69,3,1,1
2019,13,0,1,46900,0,66,1,1,2
2019,13,0,1,46900,1,64,1,1,2
2019,13,0,1,39700,1,62,1,2,1
2019,13,0,1,39700,0,62,1,2,1
2019,13,0,0,72000,1,47,1,1,1
2019,13,0,0,72000,0,34,1,1,2
2019,13,0,1,183100,1,73,1,1,2
2019,13,0,1,183100,0,71,1,1,2
2019,13,0,1,57500,0,63,3,1,2
2019,13,15,0,23500,0,57,1,1,1
2019,13,15,0,23500,1,63,1,1,1
2019,13,15,0,23500,1,45,1,1,1
2019,13,15,0,23500,0,36,2,1,1
2019,13,15,0,23500,0,29,0,1,1
2019,13,15,0,23500,0,50,3,1,1
2019,13,15,0,23500,1,35,1,1,1
2019,13,15,0,23500,0,35,1,1,1
2019,13,151,1,75600,1,70,4,1,2
2019,13,0,1,76000,0,32,0,2,1
2019,13,0,1,76000,0,30,0,2,1
2019,13,0,1,76000,1,27,0,2,1
2019,13,0,1,89100,0,70,1,1,2
2019,13,0,1,89100,1,71,1,1,2
2019,13,117,1,112000,0,59,1,1,1
2019,13,117,1,112000,1,59,1,1,1
2019,13,0,1,111140,0,70,1,2,3
2019,13,223,0,48000,1,35,1,1,1
2019,13,223,0,48000,0,34,1,1,1
2019,13,223,0,48000,1,38,1,1,1
2019,13,67,1,134900,0,46,3,4,2
2019,13,67,1,134900,1,61,3,4,1
2019,13,67,1,134900,0,71,1,4,1
2019,13,0,1,61000,0,63,0,2,1
2019,13,0,1,61000,0,38,0,2,2
2019,13,51,1,68000,1,57,3,1,1
2019,13,51,1,68000,0,56,3,1,1
